Id;Hash;Text_Cleaned
132;39A0C094805F588544ABC2E2A1370DD7AE70A23C4856220229900536C7759DD9;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: 29 июля ( с 11 до 17) 30 июля ( с 11 до 17) 31 июля ( с 11 до 17) 1 августа ( с 11 до 17) 2 августа ( с 11 до 17) 5 августа (с 11 до 18) 6 августа (с 11 до 18) 7 августа (с 11 до 18) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
133;8849B78583130C6D9F3F32E669429B727B110B6EA96151C8E79B84E4DDB677D0;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать (расписание обновляем каждую неделю): 5 августа (с 11 до 18) 6 августа (с 11 до 18) 7 августа (с 11 до 18) Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
134;408B0CDFCF5A2E9EF786D2D8373C05866B91F4CE3C24515267B405BAC4605270;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С понедельника по среду с 11 до 17 Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
135;52E6422EEC5056570ACF11CE3DD6466A1629E38D6E123E9D19A3306C4408B746;Для выпускников 2023-24 года были подготовлены справки в 2023-24 году. Справки засчитываются в вузе за достижение (профессиональную переподготовку) и дают дополнительные баллы для поступления в магистратуру. Для того, чтобы подготовить вам диплом - необходимо заполнить яндекс форму, которая была разослана по чатам программ. После этого мы сможем подготовить вам диплом. Для выпускников 2025: Почту обязательно указываем ту, которая используется в LMS, на неё будет отправлена справка!!! Дипломы сможем выдать только после 31 июля.
136;A3A13B859B7877F86C116C5DC469DDCE99F2DA1320FC41AE0D00BDAFE227735F;На текущий момент, к сожалению, нет.
137;3FF5AA04823D58F8B6BFF72AEE89AD30008E9157173356FC9879411886C33257;Все заявки на повторное обучение будут рассматриваться ближе к концу сентября.
138;6BE4BD53365A9D13FF8266EEA7E271381A343068AFED1146A17157560410473B;Все заявки на повторное обучение будут рассматриваться ближе к концу сентября. Необходимо заполнить данную форму
139;7985A2EACE2022751D2AD5AF647A0274D12DC54157A9A9B68C4BFA77A85A45EF;"Мы будем вынуждены Вас отчислить и Вы не сможете получить диплом. Просьба серьезно относится к данному мероприятию и пройти ассесмент (напоминаем, что обязательно после ответов на вопросы нажать кнопку ""завершить тестирование"")"
140;BF21E8F62672F03780449EA092FB133C5D3E6C40C38303D5D58497D1700B2D53;К сожалению, в случае, если Вы по какой-то причине не смогли его пройти, мы вынуждены Вас отчислить, т.к. данное тестирование является обязательным условием для успешного завершения обучения.
141;80D8CE18D7D184161A64E26ABCC9304E45CE7BE7C89482F37219E2B0CA7F1829;Вы можете перейти по ссылке на тестирование через страницу вашего курса на платформе LMS.
142;7E87D61A9CFFC80EFE7C0AE24C3E27AAF1676C41AC5D1CBFD477CDF3F72CFABE;"Причиной для отчисления будет одно из условий: 1. Студент не начал обучение на курсе ЦК (нет ни одной изученной теории); 2. Студент не прошёл ассесмент Иннополиса: а) не прошёл ассесмент вообще (не приступил, пропустил сроки, забыл, опоздал); б) не нажал в конце тестирования ""Завершить"" - тогда ответы не засчитываются, в ЛК будет висеть статус ""Старт"", который после официального завершения ассесмента сменится на ""Вы не прошли тестирование"". Цель данного мероприятия - оценить уровень усвоения Вами материала курса на текущий момент, поэтому полагайтесь на себя, ни в коем случае не пытайтесь улучшить свои результаты с использованием сторонней помощи или Google/Yandex."
143;98333E8398DC4C8F600EEB40F210FA373A0EEEBE9FC9D1CEC5D24BFD40A6CE91;Да, прохождение ассесмента возможно с телефона.
144;A800FFA5419A9B9E8BEFF498C33AEA446EF406B1341A891410EDB7B33DB70D3B;Добрый день! Для того, чтобы диплом за вас получил другой человек, необходимо написать доверенность в свободной форме: Я, Иванов Иван Иванович, 01.01.1970 года рождения, паспорт серии 11 11 номер 111111, выдан УФМС России по Гор Москве по району Отрадное, разрешаю забрать свой диплом Цифровой кафедры Петрову Петру Петровичу, 02.02.1970 года рождения, паспорт серии 22 22 номер 222222, выдан УФМС России по Гор Москве по району Останкинский
145;7D5C03AFB5CE62421EB94735A81FD1345E905ED6D6AF640FF21630C5879E4891;Необходимо сделать запрос в чат-бот ( указав ФИО и курс ЦК
169;17A74396DA190670787D52BF3FA9C252D26ED79947ECCAD19EB1532018137ED3;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С понедельника по среду с 11 до 17. Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
146;6A8268CF878DADA38BF88A59FBE3A9ED1064D6BE6FA1CBB8C01CECEA0FC8B1EF;Хочется попросить не отчисляться с текущего курса по двум основным причинам: Во-первых, дисциплины ЦК уже включены в программы высшего образования как курсы по выбору. Вы сможете выучиться на другой программе, не бросая эту (и получите два диплома). Тем более останется доступ к материалам, если вдруг вы что-то не успеваете, освоить материал можно будет позднее. Во-вторых, для ЦК важен каждый студент. При массовом характере отчисления цифровая кафедра МГТУ рискует не выполнить план по обучению, тем самым возникнет вопрос о эффективности и целесообразности её существования. В итоге в следующем году цифровой кафедры может уже не быть, грубо говоря. Если все таки вам необходимо отчислиться, то напишите, пожалуйста, в нашу техническую поддержку в Telegram @dc_bmstu_help, указав Ваше ФИО и программу.
147;037540E23AD0EF8FBB2A4E7FF251D1DE563E7BF9F2B7BFA5F2B785E97FB2CE58;Смена программы доступна в вашем личном кабинете. Как только вы пройдете первый ассесмент, выбрать другую программу уже не получится.
148;91B93A29928E71474329BF0AACD3297CDBD91871EFC7244EA7F0043B232F5740;Смена программы скоро будет доступна в вашем личном кабинете. Как только вы пройдете первый ассесмент, выбрать другую программу уже не получится.
149;F750135BF98970DA6A866FCDACBB1A33F7BCCCFF0BBF71928C822B09EEBB258E;"Обучение проходит в формате асинхронное обучение. Теоретический курс пройти можно в любое удобное для Вас время. Практический курс зависит от того, как быстро Вы будете решать практические задания, и от того, сколько времени потребуется на проверку Ваших работ преподавателем. В среднем на всю программу уходит от 250 академических часов (около 4 часов в неделю). При должном желании обучиться у Вас не возникнет проблем с успеваемостью. Но мы советуем Вам не затягивать со сдачей тестов и домашних заданий, чтобы не формировать искусственную неуспеваемость, которая в свою очередь может привести к отчислению. Не допускайте больше 4 неизученных лекций. Помимо основных заданий в рамках курса в процессе обучения запланировано ещё 2 ассесмента от Иннополиса, которые необходимо будет пройти в строго определённые даты, отложить их не получится. ‼️ Следите за новостями в официальной группе ""Цифровой Кафедры"" в Telegram: Желаем Вам удачи в обучении!"
150;80C52263E246D8836D278FF21DDBF9D7C780A613E6A9C362A82952334921F0DE;В случае возникновения любых технических проблем при работе с платформой, пишите, пожалуйста, нашим коллегам из технической поддержки с конкретным описанием Вашей проблемы. Например, какой файл недоступен, с какой страницы (ссылка на страницу) - так будет понятнее, где искать проблему, приложите скриншоты или видео. В Вашем случае - о том, что не получаете рассылку по курсу. Разработчики оперативно всё проверят и исправят.
151;8EC06C65E1D7502A361835265110CEDCC92F9F48B75B007F453D41695203CDC9;В случае возникновения любых технических проблем при работе с платформой, пишите, пожалуйста, нашим коллегам из технической поддержки с конкретным описанием Вашей проблемы: какой файл недоступен, с какой страницы (ссылка на страницу) - так будет понятнее, где искать проблему, приложите скриншоты или видео. Разработчики по Вашей заявке оперативно всё проверят и исправят. Спасибо!
152;D8416464076CD53E561D6E9C3567414F830E66D92FE90132ABEBF100A80245F5;Мы приносим Вам свои извинения за доставленные неудобства: проект новый, все возможные ошибки и накладки предугадать заранее не представляется возможным. Что касается возникающих сложностей при использовании мобильной версии, направьте их описание, пожалуйста, в тг с указанием марки телефона/планшета, версии ОС, браузера и приложенными скриншотами. Коллеги-разработчики будут все описанные студентами проблемы разбирать и править. Благодарим Вас за обращение! С Вашей помощью мы делаем наш проект лучше!=)
153;E7CDD917F51388C1B60E7865AFD1DFCF8F553068699B2C454397714D30C0BE6F;В рамках текущего учебного года данной программы не предусмотрено. Возможно на 25/26 учебный год данная программа будет доступна.
154;1299F67AD56E37FFA3B71728C201AF2E6B82AA092B45944660C576454FB3B4E8;"На официальном сайте ""Цифровой Кафедры"" подробно описан каждый из доступных курсов. Там Вы можете изучить, что Вас ожидает, чтобы выбрать один, наиболее интересный для Вас курс."
158;08E2CEBAD586EC13580461E8982E3002DA764FAF503CB0B63BA268C43B9252E8;Да, обязательно
155;EC47A320AEFDF3E8D3D6D0000CC9CD66E617AD4BAB9978A907BE6DB6802EC87B;"Весной у нас будет новый набор на 2024/25 учебный год. Сам учебный процесс начнётся осенью 2024 г. и продлится до июля 2025 г., Вы должны быть действующим студентом МГТУ им. Н. Э. Баумана - это обязательное условие для обучения на ""Цифровой Кафедре"". Также будет проводиться профориентация для студентов, на которой Вам подробно расскажут о направлениях ""Цифровой Кафедры"", какие навыки Вы приобретёте в процессе обучения, будет проводиться анкетирование. О начале набора обязательно объявим на нашем официальном Telegram-канале: @dc_bmstu , подписывайтесь и следите за новостями. 💡Что касается советов на будущее: 🔍 изучите предлагаемые программы заранее, чтобы выбрать для себя один и записаться в первых числах начала набора; ‼️ при регистрации на lms.bmstu.ru будьте предельно внимательны при вводе своих данных, чтобы избежать ошибок при дальнейшей модерации; 📩 отслеживайте статусы заявок в ЛК на lms.bmstu.ru и проверяйте почту на наличие официальных писем от (проверяйте папки ""Спам"", ""Промоакции"" и др.), чтобы не пропустить этап подписания заявления на зачисление на курс (это обязательный шаг для поступления!); 📝 пройдите вступительное тестирование (входной ассесмент) в установленные сроки с ПК. Не забудьте нажать в конце теста на кнопку ""Завершить тестирование"", чтобы Ваши ответы засчитались. 📆 При своевременной подаче заявки на программу и дальнейшем соблюдении сроков подписания заявления и прохождения тестирования, Вы повысите шансы получить себе место на Цифровой Кафедре. Ждём Вас на следующем потоке! 😊"
156;DDF9B2F6AEF42F5E7A995005391A9B35C22BD2EFCDA4E5941AE5948923CDA90E;"Весной у нас будет новый набор на 2024/25 учебный год. Сам учебный процесс начнётся осенью 2024 г. и продлится до июля 2025 г., Вы должны быть действующим студентом МГТУ им. Н. Э. Баумана - это обязательное условие для обучения на ""Цифровой Кафедре"". Также будет проводиться профориентация для студентов, на которой Вам подробно расскажут о направлениях ""Цифровой Кафедры"", какие навыки Вы приобретёте в процессе обучения, будет проводиться анкетирование. О начале набора обязательно объявим на нашем официальном Telegram-канале: @dc_bmstu , подписывайтесь и следите за новостями. 💡Что касается советов на будущее: 🔍 изучите предлагаемые программы заранее, чтобы выбрать для себя один и записаться в первых числах начала набора; ‼️ при регистрации на lms.bmstu.ru будьте предельно внимательны при вводе своих данных, чтобы избежать ошибок при дальнейшей модерации; 📩 отслеживайте статусы заявок в ЛК на bmstu.online и проверяйте почту на наличие официальных писем (проверяйте папки ""Спам"", ""Промоакции"" и др.), чтобы не пропустить этап подписания заявления на зачисление на курс (это обязательный шаг для поступления!); 📝 пройдите вступительное тестирование (входной ассесмент) в установленные сроки с ПК. Не забудьте нажать в конце теста на кнопку ""Завершить тестирование"", чтобы Ваши ответы засчитались. 📆 При своевременной подаче заявки на программу и дальнейшем соблюдении сроков подписания заявления и прохождения тестирования, Вы повысите шансы получить себе место на Цифровой Кафедре. Ждём Вас на следующем потоке! 😊"
157;3504DF4EFC445A43E3E2C23CB669ADBDEF86CEA9644EC7E93A54ADDE4A01FAD0;Как только Ваша заявка будет одобрена, Вам придёт письмо на основной почтовый ящик, указанный в Вашем профиле. Также в своём Личном кабинете на lms.bmstu.ru Вы увидите, что у вас доступен курс
159;B19DD03370FFE693CE291701277C56CA7C37F82F6217E8862F4B818297710E72;Совсем скоро на почту должны прийти письма с сообщением о зачислении на выбранный вами курс.
160;0B9D9CDE3C1667FAF69AC3917ECA508BD0E127CDEC31CB209C6E84B4DE174D18;Все заявки на повторное обучение будут рассматриваться ближе к концу сентября. Необходимо заполнить данную форму
161;AA4BEA6EA3A08136916B1AC7EF7A6A9850E8770A03C9E80C4BB769B558222C01;В положении по цифровой кафедре от минцифры аспирантам обучаться нельзя. Исключений нет Обучаться могут только бакалавры старше 1 курса, специалисты старше 2 курса и магистры
162;7416F1CD4CFBE2E0201D132E83F20854B5EF4D849BF5F92D65E03E50733AEBBF;В положении по цифровой кафедре от минцифры аспирантам обучаться нельзя. Исключений нет Обучаться могут только бакалавры старше 1 курса, специалисты старше 2 курса и магистры
163;C794EE1E50DC987354C2D9879B7B3446F485948AF4EA25BF545C0D466287C7A2;Все заявки на повторное обучение будут рассматриваться ближе к концу сентября. Необходимо заполнить данную форму
164;7B2F318ECCFEDDC9176D82B61B7E27C4787CC57EE8AEC7A8775E7BCFFA24EDB9;Все заявки на повторное обучение будут рассматриваться ближе к концу сентября. Необходимо заполнить данную форму
165;44AC0AA7E17E703E8F5F7E6E9A228CD2748FF734F7577E4E59254E34D3F62252;Тем, кто уже обучался и завершил ЦК, сдавать ассесменты не нужно!!!
166;3A7226D39C2307780A430218FE763D5DC9BA56DD6D154CDAEDADEDDECB049F6F;Внимательно прочитайте инструкцию. Внутри есть ссылка.
167;C8C739E84F3D67361B450196A9276672137CFB594AE340635ABA1EC92D1519B2;Тем, кто обучается второй / третий раз на ЦК, ассессменты проходить не нужно.
168;2F5C11D3EE6838D6230AA1CC0B81D0DB1E1096761E1B8549AF7A565BB2489053;Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: С понедельника по среду с 11 до 17 до 18 декабря. Далее дипломы будут выдаваться по запросу. Мы находимся в УНП (управление научной политики). Главное здание, вход со стороны 2-ой Бауманской. Над Сбербанком надо подняться на 3 этаж. Кабинет 341. В опенспейсе необходимо подойти к столу Цифровой кафедры (самый дальний стол от входа) При входе можно спросить, куда подойти к ЦИфровой кафедре, сотрудники подскажут. Временный пропуск 1. Адрес бюро пропусков 2-я Бауманская, дом 5 строение 12 (КПП 1) 2. С паспортом к охране подойти и сказать «забрать диплом Цифровой кафедры»
172;21FC00A0FBE39AE8FE2D98F357F1D1ECC5E7A8D7D52703E2042493DBD366C55C;"Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Диплом можно забрать с понедельника по среду с 11 до 17 часов, обеденный перерыв с 14:00 до 15:00 Адрес: Бауманская ул., 57 Вход В4 (где ""нос"" здания) 2 этаж, из лифта налево, кабинет 203"
173;B93BE2D25C1FA378F5359BADF3FC1A60C4DA3AA8D57DC1F1600E120366D24293;"Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Диплом можно забрать строго по договоренности с понедельника по среду с 11 до 17 часов, обеденный перерыв с 14:00 до 15:00 Адрес: Бауманская ул., 57 Вход В4 (где ""нос"" здания) 2 этаж, из лифта налево, кабинет 203"
174;C12D77A6C53E6B50BC1765AAA5DFF15608C13F02443BB3DAE239F3905BE6BBF3;"Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Диплом можно забрать строго по договоренности с понедельника по среду с 11 до 17 часов, обеденный перерыв с 14:00 до 15:00 Адрес: Бауманская ул., 57 Вход В4 (где ""нос"" здания) 2 этаж, из лифта налево, кабинет 202"
175;A1DA7657F0E4C6E2E7F7167A014484E7D64F942806822CD408DDA36040B69642;"Добрый день! Если вам на почту пришло письмо, что ваш диплом готов, то можно забирать: Диплом можно забрать строго по договоренности с понедельника по среду с 11 до 17 часов, обеденный перерыв с 14:00 до 15:00 Адрес: Бауманская ул., 57 Вход В4 (где ""нос"" здания) 2 этаж, из лифта налево, кабинет 202"
176;93FF6193B4B20E791C76850AEB792FF0D0D33745F2207E0A012C8C4FBC1DC596;"Инструкция для студентов по получению диплома цифровой кафедры 1. Для студентов курсов 2022 и 2023 годов: - Перейдите в личный кабинет по ссылке: - Пролистайте страницу вниз до раздела с архивным курсом. - В блоке ""Выдача диплома"" нажмите кнопку ""Отправить заявку"". 2. Для студентов текущего (2025) года: - Дождитесь окончания курса. - Подать заявку на получение диплома можно после 1 июля 2025 года. 3. Если вы выпускник прошлых лет (2022 или 2023), но кнопка подачи заявки отсутствует: - Пожалуйста, переведите вопрос на оператора — он поможет вам решить вопрос индивидуально."
177;E14654C9A4C63A43A654EDD7DE4F348F2491182953E2F6C868D4CD0456F5A780;Привет! Чем могу помочь?
178;5B42401595A1E201B9B6CFCF0288F6D641B13CFDEE240BA8451C301D2517D0EF;Здравствуйте! Я виртуальный помощник. Задайте ваш вопрос.
179;ED0A7C9FA386C2FBA1A2BF8760574B9934782B189235A4ECD1C48BFE91D53847;Добрый день! Рад вас видеть. Спрашивайте.
180;A0B12A28A5CA99C9959BA20BBF83C15E756E7425A43B4FABF804BCD74072C595;Всё хорошо, работаю для вас! А у вас?
181;B7A1F5D404AFAE62C543E74DED10C4FD3C16E0463D42C6289AA2AA7625BDC167;Спасибо, что спросили! Я всего лишь программа, но функционирую отлично. Чем могу быть полезен?
182;B4149A996A9C5ED6D6887481AC8C7635E8C9202AD31856A934CDCBF59A084E99;Я могу ответить на вопросы о поступлении, факультетах, документах, сроках подачи и общую информацию о вузе.
183;0708256C089BA0B4B95C9EB3CE10987C96A676DA1CC51B2EC9CD784D4BAFF344;Моя задача — помочь абитуриентам и студентам. Спросите о поступлении, учебном процессе или жизни вуза.
184;D6BC86D5C83CF349F9CA86484C74501050ECA98CCCE2E412138AC3E586C8D5E4;Меня зовут [Имя бота]. Я ваш помощник в мире высшего образования.
185;D54E2E2890107C9071C461DA14996F8845830E6186511A6B8A19F2119D4339D2;Меня создала команда разработчиков для помощи абитуриентам и студентам.
186;A34EA2B2A3C2A946A559E2BDA274F7751F0890AA37D73986B98610618C39E2E6;Пожалуйста! Обращайтесь ещё.
187;8D0CE8FB518C62975C8B497D234740046E17C6A07E38AB009C3DCC1AA3DBCE82;Рад был помочь! Если возникнут ещё вопросы — я тут.
188;167B7F8428417A2195F944AE5EF2F9F577EBD07656C2396560143A3CB8BA9295;До свидания! Удачи!
189;9B42FA8842CBE5ABE38A92104ACCD2EBB681BF56378414F35EA89882651D0349;Пока! Желаю успехов в поступлении!
190;5618B17D7DBECA7A42C9C68668459321C772A9713905B8F8BD3DAE39F807C43F;Извините, я не совсем понял ваш вопрос. Пожалуйста, переформулируйте его.
191;666E725563EE20919BAE02F5ED04D45F939DC9CB84FD0D70B5C32B512C9E1644;"Кажется, я не могу на это ответить. Попробуйте задать вопрос иначе или используйте ключевые слова (например, ""баллы ЕГЭ"", ""общежитие"", ""факультеты"")."
192;D38E9852958D74274CF1105431DD0463CB844776D7716AC7E1F3F72673BCD4E6;Наш университет — один из ведущих технических (или классических) вузов страны с богатой историей и традициями. Мы готовим высококвалифицированных специалистов, востребованных по всему миру.
193;0622445A678C5B5C210BBB1EC9D722D21E1E1E64919A4A3E6D118A6A8B82E2D9;Университет был основан в [год основания] и с тех пор является флагманом отечественного образования.
194;A93D5509C6DFA34F8D49B952EE321E460953B483EC2B53DA6180FC5755F05C80;Главный корпус расположен по адресу: [адрес главного корпуса].
195;187E75E22767AF45D9D1B203926CF1612BB7F759D051AF60092E870570719018;Официальный сайт университета: [ссылка на сайт вуза].
196;7EF1E13CABAC77EB1B6C10F446B582E0A8EB5697DD222427BB4716AD6622FB87;Да, в университете действует военная кафедра (или учебный военный центр), что позволяет студентам получить воинское звание.
197;2F12F1B29219AF10105A1857C2BA75D92EA5DE4F3125700074F3DDE4909CF95C;Университет предоставляет общежития для иногородних студентов. Информацию о наличии мест, условиях и стоимости можно уточнить в студенческом отделе кадров.
198;75D878701DFAF383F42EE0A5E946E7BA38C947EB300B766E47D93D5BADD30AC1;Для заселения в общежитие необходимо предоставить заявление, паспорт, результаты медкомиссии и быть зачисленным на очную форму обучения. Приоритет дается иногородним.
199;83B6C7B525040822CCB6A48851B60C5853709AC05CC7FBAE47EF87D59EA5E567;Стоимость проживания в общежитии варьируется и составляет примерно [указать примерный диапазон] в месяц. Точную информацию нужно уточнять.
200;F048B8267800CEEFE609834356BFC967E009D0EFBDB77A66A1BC8948019E1090;Да, на территории кампуса работают несколько столовых и буфетов. Цены доступные для студентов.
201;80EA94E280F95F2CE7A3C76EE15FC5E730A0633BB693C8F9363ECA58179BCFAB;Студенческая жизнь очень насыщенна: творческие коллективы, спортивные секции, КВН, волонтерские движения, научные сообщества.
202;A64CD0F93E69E143CEE88F8A4C97C7659DF90F9DFA5AFAEE85F0DC64DD491149;Работает множество секций: от футбола и плавания до шахмат и альпинизма.
203;E8C0722F1059C42C011922B9F200340F59E6DD19A99DC9388190D51B17D93817;Да, университет предоставляет программы второго высшего образования. Подробности на сайте приемной комиссии.
204;079097E3CC93C871D43C440C10ECDF5A8EFD6E4DAAC10961907BD8CAAC3C1DFC;Да, после бакалавриата вы можете продолжить обучение в магистратуре по различным направлениям.
205;BD58B35A24687C90D505C29D0DC24502DB46A7AC8D36A6B7C62B694FA25BF4B8;Да, в университете действует аспирантура для подготовки научных кадров.
206;59CFE6FB81675ADD4BC48A4DCC6645FE3095786362E49ABD064EFD7650C1A955;Вуз предлагает курсы повышения квалификации и профессиональной переподготовки.
207;8FF0B77E5131C6553DAABB226F32A453D2544D96956C16857F4506AF637ADBC2;Контакты приемной комиссии: телефон [номер], email [адрес], адрес [адрес].
208;8600FF10A3C52698E30145C8B75D0565C534AD757FBD08C12E5118BBA127DB6F;"Расписание публикуется на официальном сайте университета в разделе ""Студентам"" / ""Расписание""."
209;3EA10808E236F19767AAFBFE02097497B37655E3D58DED4EEDC31B8ED029A162;Контакты преподавателей обычно размещены на сайтах соответствующих кафедр.
210;3171684D8E3430C637A0BB9B10D6A263EF9E65207660D9CE9871D52025D73291;Проходной балл — это минимальная сумма конкурсных баллов, с которой абитуриент был зачислен на бюджетное место в прошлом году. Он меняется каждый год.
211;4731DDFCCCAC8ED43C3CAE282F7C2F77C3E01E018EABAD572AB30A2983C699E5;Наш университет является государственным.
212;5FAD6A49A287E24D6ABA4A6262198496E0502414969F5AF039652D050AA7A63F;Да, наряду с бюджетными местами доступно обучение на договорной основе.
213;A40D2A8E79DC6D2B11F37A05BCDF63AA47DB63C59A77919C46EAD1A46DE5C038;Стоимость обучения зависит от направления подготовки и формы обучения. Актуальные цены публикуются на сайте приемной комиссии.
214;E4E49A5C598AF4F5886A0A227458367FF5410C5CA776E2985893847C84B72037;Обычно нужны: паспорт, документ об образовании (аттестат), СНИЛС, фото, документы, подтверждающие особые права (если есть).
215;BEFD06A910230BD61FE47D0BFC61C3159D3C12ED2666B00B77966421C58B1502;Бакалавриат — 4 года, специалитет — 5-6 лет, магистратура — 2 года.
216;D49FC1BEAA5CD0CC461FA3E49098866B66777153FD6BE97C62DC0CDFB4AE7546;Университет активно развивает дистанционные технологии, но наличие полноценных онлайн-программ нужно уточнять.
217;8AEFE0269E05EF3C5AAE449F359A5B270A89EED1EB57F7D0E9038E23C86D6459;Да, студенты могут взять академический отпуск по медицинским, семейным и иным уважительным причинам.
218;A6CDF3CBCFA8BCBC866A2ABB34F479E37F3D8DFC982156CD0A117E43EF9CB35F;Перевод возможен при наличии свободных мест и после сдачи академической разницы. Подробности в деканате.
219;3ECBA1DC6BE8BEE49F640066B83BC3B2AEFFE237D4F1B897939B899119ADDDB4;Университет сотрудничает со многими зарубежными вузами, есть программы обмена и двойных дипломов.
220;A529241B771A305E1670F58D93F3123F1E2912DA95D885FE5A89BB8918E47686;Прием документов обычно начинается 20 июня и заканчивается 25 июля (для бакалавриата/специалитета).
221;78E8F2FDB791349B9FFFAC76BD0ACD843DB12713DD9D85F36EDBB14990D8DF1A;Для каждого направления нужны свои ЕГЭ. Как правило, это русский язык, профильная математика и предмет по выбору (физика, информатика, химия и т.д.). Уточняйте на сайте приемной комиссии.
222;609B07DE47C2C1129A6FD9AB469172C008FE2572FEEDA95F4630D01E94893868;Минимальные баллы устанавливаются ежегодно. Обычно это от 40 до 60 баллов за каждый предмет. Точная информация на сайте.
223;C41EA0E7CE66DEDD8166B48F5713975C7A99917ED7E75BFFF12AA6DDDD8D72EF;Внутренние экзамены вместо ЕГЭ сдают некоторые категории абитуриентов (например, выпускники колледжей, иностранцы).
224;FCB0BD047EA1C74002716EDF4DA752E7D6F030F3BBE5EC82F354A583391D309F;Льготы имеют победители и призеры олимпиад, дети-сироты, инвалиды и другие категории абитуриентов.
225;BC03DA8C5944AA5A5030215EF0D3DA0FAAF2C1EE99C4DCFD5D8A0BD435079F97;Целевое обучение — это поступление по направлению от предприятия с последующей обязательной отработкой.
226;6CDA67916A16D41CF7F71DEAD2F0AD4C9FAA1676E6AE5B370FFF67FFE33E4941;Искать предприятие-заказчика нужно самостоятельно или через ярмарки вакансий, которые часто проводит вуз.
227;72CCC7487F61A2150FED81FD178B9464696B81F45585A1B82DC4E84854CB8D27;Медкомиссия обязательна для поступления на некоторые специальности (например, авиация, химические технологии).
228;8F999FC60C7DE8AD5B1C69E3252EBF9A691B8CBF9887A997C9E4A0258543D409;"Документы можно подать через личный кабинет абитуриента на официальном сайте университета или через портал ""Госуслуги""."
229;0BEA203C873C7534A2DB02C7693C4E6831DF6797AABA05D0BE474DFED4D092CD;Подача заявления в государственные вузы на бюджет бесплатна.
230;BBB01EE113BAB7898BB99A149A419A207616A0EAA64F1A8907C7CF0431EAA1AA;В рамках одного вуза можно подать заявление на 3-5 направлений (количество уточняйте).
231;B72FC2BA7639E92E05A685947E7C13BAB24AC44D7AB2297BD36B20163756C5FB;Приказы о зачислении публикуются в конце июля - начале августа.
232;AA4A285E6A79F7204D77ED895DDC4A48F43A4490D15D5D37A01C18F2B2282089;"Это этапы зачисления: ""первая волна"" — 80% бюджетных мест, ""вторая волна"" — оставшиеся 20%."
233;DD6CB40974EDA627617B7A5B82236FC94B65BC20E74737400710A8D7BEC24DCB;Для зачисления необходимо предоставить оригинал документа об образовании в установленные сроки.
234;5B1BBB4044F7E21AED78149DBCE7AAC66609E67B4C5412357148F2BF75130564;Вы можете рассмотреть платное обучение в нашем вузе или подать документы в другие университеты.
235;4DAD6C60A71ABF1D5CA021BD0A92D77A2DDEE2922CEFCB96BD27D6091FA00AD9;Да, для школьников работают подготовительные курсы для подготовки к ЕГЭ и внутренним экзаменам.
236;B9D9DDA83F6C7324D8D8116CBDF72FB53E5B4BA57D2EBEB13093F03958CBAE0F;Запись на курсы открывается в начале учебного года. Информация на сайте Центра довузовской подготовки.
